Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#3279,"LANCANG BARAT, DEWANTARA, ACEH UTARA, ACEH",38,10,225,235
https://kawalpemilu.org#3829,"SAWANG, SAWANG, ACEH UTARA, ACEH",91,4,90,94
https://kawalpemilu.org#3809,"LHOK KUYUN, SAWANG, ACEH UTARA, ACEH",31,3,117,120
https://kawalpemilu.org#3273,"BANGKA JAYA, DEWANTARA, ACEH UTARA, ACEH",9,11,184,195
https://kawalpemilu.org#2204,"ARON, KUTA BARO, ACEH BESAR, ACEH",1,8,111,119
https://kawalpemilu.org#5026,"IE LHOP, TANGAN-TANGAN, ACEH BARAT DAYA, ACEH",1,13,181,194
https://kawalpemilu.org#935,"ALUE MULIENG, SIMPANG ULIM, ACEH TIMUR, ACEH",2,9,117,126
https://kawalpemilu.org#2285,"LON ASAN, LEMBAH SEULAWAH, ACEH BESAR, ACEH",2,23,137,160
https://kawalpemilu.org#5214,"EKAN, PINING, GAYO LUES, ACEH",2,32,52,84
https://kawalpemilu.org#5069,"LAMPOH DRIEN, SUSOH, ACEH BARAT DAYA, ACEH",2,23,144,167
https://kawalpemilu.org#2104,"MEUNASAH TUHA, PEUKAN BADA, ACEH BESAR, ACEH",2,19,153,172
https://kawalpemilu.org#6639,"PAYA BUJOK SEULEUMAK, LANGSA BARO, KOTA LANGSA, ACEH",4,25,186,211
https://kawalpemilu.org#5791,"PAYA META, KARANG BARU, ACEH TAMIANG, ACEH",1,23,222,245
https://kawalpemilu.org#2838,"TEUNGOH BAROH, PEUKAN BARO, PIDIE, ACEH",1,25,197,222
https://kawalpemilu.org#1511,"SUAK RAYA, JOHAN PAHWALAN, ACEH BARAT, ACEH",2,18,228,246
https://kawalpemilu.org#84152,"SITAL, TEUPAH BARAT, SIMEULUE, ACEH",1,101,81,182
https://kawalpemilu.org#730,"JULOK TUNONG, JULOK, ACEH TIMUR, ACEH",1,17,198,215
https://kawalpemilu.org#3546,"PUUK, SAMUDERA, ACEH UTARA, ACEH",73,5,188,193
https://kawalpemilu.org#746,"SEUMATANG, JULOK, ACEH TIMUR, ACEH",2,7,93,100
https://kawalpemilu.org#3829,"SAWANG, SAWANG, ACEH UTARA, ACEH",85,16,170,186
https://kawalpemilu.org#158,"RAKET, TRUMON, ACEH SELATAN, ACEH",1,34,106,140
https://kawalpemilu.org#6540,"SIMPANG EMPAT, BANDA SAKTI, KOTA LHOKSEUMAWE, ACEH",6,14,170,184
https://kawalpemilu.org#2526,"METAREUM, DELIMA, PIDIE, ACEH",1,10,169,179
https://kawalpemilu.org#6437,"PUNGE UJONG, MEURAXA, KOTA BANDA ACEH, ACEH",3,22,206,228
https://kawalpemilu.org#6394,"KUTA PANGWA, TRIENGGADENG, PIDIE JAYA, ACEH",2,13,176,189
https://kawalpemilu.org#1838,"TEUNGOH GEUNTEUT, LHOONG, ACEH BESAR, ACEH",1,51,179,230
https://kawalpemilu.org#2675,"GAMPONG ASAN, KOTA SIGLI, PIDIE, ACEH",1,11,174,185
https://kawalpemilu.org#5098,"BLANG DALAM, BABAH ROT, ACEH BARAT DAYA, ACEH",2,18,208,226
https://kawalpemilu.org#967,"ALUE GEUNTENG, RANTAU PEUREULAK, ACEH TIMUR, ACEH",4,10,168,178
https://kawalpemilu.org#6401,"SUKARAMAI, BAITURRAHMAN, KOTA BANDA ACEH, ACEH",2,61,170,231
https://kawalpemilu.org#766,"BANTAYAN TIMU, IDI RAYEUK, ACEH TIMUR, ACEH",1,10,138,148
https://kawalpemilu.org#11,"KRUENG BATEE, KLUET UTARA, ACEH SELATAN, ACEH",1,8,184,192
https://kawalpemilu.org#1739,"MEUREUBO, MEUREUBO, ACEH BARAT, ACEH",3,46,196,242
https://kawalpemilu.org#3455,"MANE TUNONG, MUARA BATU, ACEH UTARA, ACEH",7,5,119,124
https://kawalpemilu.org#2807,"COT KEUTAPANG TANJONG, PADANG TIJI, PIDIE, ACEH",1,15,220,235
https://kawalpemilu.org#4568,"TANJONG NIE, PEUSANGAN, BIREUEN, ACEH",1,8,185,193
https://kawalpemilu.org#874,"LEUGE, PEUREULAK, ACEH TIMUR, ACEH",3,11,172,183
https://kawalpemilu.org#4367,"MEULIEK, SAMALANGA, BIREUEN, ACEH",2,15,183,198
https://kawalpemilu.org#131,"SAWANG BA'U, SAWANG, ACEH SELATAN, ACEH",1,11,195,206
https://kawalpemilu.org#5674,"SARAH MANTOK, TADU RAYA, NAGAN RAYA, ACEH",1,9,84,93
https://kawalpemilu.org#6432,"GAMPONG PIE, MEURAXA, KOTA BANDA ACEH, ACEH",2,14,112,126
https://kawalpemilu.org#5283,"KUALA JERNIH, TERIPE JAYA, GAYO LUES, ACEH",1,89,56,145
https://kawalpemilu.org#6634,"BARO, LANGSA LAMA, KOTA LANGSA, ACEH",3,16,214,230
https://kawalpemilu.org#53344,"SEMBUNG GEDE, KERAMBITAN, TABANAN, BALI",6,172,16,188
https://kawalpemilu.org#53594,"SUANA, NUSA PENIDA, KLUNGKUNG, BALI",9,148,18,166
https://kawalpemilu.org#53894,"PEGADUNGAN, SUKASADA, BULELENG, BALI",10,155,1,156
https://kawalpemilu.org#53310,"BAJERA UTARA, SELEMADEG, TABANAN, BALI",3,241,4,245
https://kawalpemilu.org#53456,"SEMBUNG, MENGWI, BADUNG, BALI",17,207,2,209
https://kawalpemilu.org#53628,"KAMPUNG GELGEL, KLUNGKUNG, KLUNGKUNG, BALI",1,67,185,252
https://kawalpemilu.org#53352,"DELOD PEKEN, TABANAN, TABANAN, BALI",25,221,34,255
https://kawalpemilu.org#53475,"ABIANSEMAL, ABIANSEMAL, BADUNG, BALI",14,274,3,277
https://kawalpemilu.org#53930,"JINENG DALEM, BULELENG, BULELENG, BALI",2,170,6,176
https://kawalpemilu.org#53987,"DANGIN PURI, DENPASAR TIMUR, KOTA DENPASAR, BALI",2,221,8,229
https://kawalpemilu.org#53817,"PEJARAKAN, GEROKGAK, BULELENG, BALI",29,210,10,220
https://kawalpemilu.org#53775,"TISTA, ABANG, KARANGASEM, BALI",9,120,5,125
https://kawalpemilu.org#54005,"TEGAL KERTHA, DENPASAR BARAT, KOTA DENPASAR, BALI",16,145,53,198
https://kawalpemilu.org#53285,"TUWED, MELAYA, JEMBRANA, BALI",7,150,66,216
https://kawalpemilu.org#53364,"BELALANG, KEDIRI, TABANAN, BALI",8,194,3,197
https://kawalpemilu.org#53931,"PENGELATAN, BULELENG, BULELENG, BALI",6,219,20,239
https://kawalpemilu.org#53791,"JUNGUTAN, BEBANDEM, KARANGASEM, BALI",27,183,5,188
https://kawalpemilu.org#53530,"MEDAHAN, BLAHBATUH, GIANYAR, BALI",5,220,15,235
https://kawalpemilu.org#53975,"PEDUNGAN, DENPASAR SELATAN, KOTA DENPASAR, BALI",21,203,24,227
https://kawalpemilu.org#53930,"JINENG DALEM, BULELENG, BULELENG, BALI",13,218,14,232
https://kawalpemilu.org#53807,"KUBU, KUBU, KARANGASEM, BALI",12,213,9,222
https://kawalpemilu.org#54000,"DAUH PURI KELOD, DENPASAR BARAT, KOTA DENPASAR, BALI",8,154,31,185
https://kawalpemilu.org#53250,"BANYUBIRU, NEGARA, JEMBRANA, BALI",13,54,178,232
https://kawalpemilu.org#53926,"NAGA SEPAHA, BULELENG, BULELENG, BALI",4,214,27,241
https://kawalpemilu.org#53944,"SANGSIT, SAWAN, BULELENG, BALI",1,109,72,181
https://kawalpemilu.org#53916,"KAMPUNG  ANYAR, BULELENG, BULELENG, BALI",13,176,26,202
