Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#941,"TEUPIN MAMPLAM, SIMPANG ULIM, ACEH TIMUR, ACEH",2,9,134,143
https://kawalpemilu.org#4922,"PANTE KARYA, PEUSANGAN SIBLAH KRUENG, BIREUEN, ACEH",1,21,111,132
https://kawalpemilu.org#2380,"LAMKUNYET, DARUL KAMAL, ACEH BESAR, ACEH",2,3,138,141
https://kawalpemilu.org#3209,"PUCOK ALUE, BAKTIYA, ACEH UTARA, ACEH",39,2,184,186
https://kawalpemilu.org#6468,"LAMLAGANG, BANDA RAYA, KOTA BANDA ACEH, ACEH",5,30,169,199
https://kawalpemilu.org#1513,"LEUHAN, JOHAN PAHWALAN, ACEH BARAT, ACEH",1,19,209,228
https://kawalpemilu.org#3262,"BABUSSALAM, BAKTIYA, ACEH UTARA, ACEH",1,0,0,0
https://kawalpemilu.org#1956,"BAYU, SEULIMEUM, ACEH BESAR, ACEH",1,18,241,259
https://kawalpemilu.org#944,"PUCOK ALUE BARAT, SIMPANG ULIM, ACEH TIMUR, ACEH",2,14,129,143
https://kawalpemilu.org#2393,"KAJHU, BAITUSSALAM, ACEH BESAR, ACEH",5,30,223,253
https://kawalpemilu.org#6067,"PONDOK BARU, BANDAR, BENER MERIAH, ACEH",1,45,150,195
https://kawalpemilu.org#1500,"DRIEN RAMPAK, JOHAN PAHWALAN, ACEH BARAT, ACEH",11,30,182,212
https://kawalpemilu.org#6348,"MNS PARU KEUDE, BANDAR BARU, PIDIE JAYA, ACEH",1,17,187,204
https://kawalpemilu.org#5943,"LAMPAHAN TIMUR, TIMANG GAJAH, BENER MERIAH, ACEH",3,29,128,157
https://kawalpemilu.org#6489,"LAMTEH, ULEE KARENG, KOTA BANDA ACEH, ACEH",1,25,179,204
https://kawalpemilu.org#6321,"MNS. BEURANDEH, BANDAR BARU, PIDIE JAYA, ACEH",1,3,159,162
https://kawalpemilu.org#6224,"BLANG RHEUE, ULIM, PIDIE JAYA, ACEH",1,2,95,97
https://kawalpemilu.org#3429,"SIREN, MATANGKULI, ACEH UTARA, ACEH",1,0,0,0
https://kawalpemilu.org#1373,"KUALA I, BINTANG, ACEH TENGAH, ACEH",1,77,93,170
https://kawalpemilu.org#147,"AIR PINANG, TAPAKTUAN, ACEH SELATAN, ACEH",3,20,208,228
https://kawalpemilu.org#3146,"JIEM, MUTIARA TIMUR, PIDIE, ACEH",1,10,161,171
https://kawalpemilu.org#5238,"CINTA MAJU, BLANGPEGAYON, GAYO LUES, ACEH",2,18,149,167
https://kawalpemilu.org#5699,"SEUNEUBOK BARO, MANYAK PAYED, ACEH TAMIANG, ACEH",1,28,190,220
https://kawalpemilu.org#5667,"JATI REJO, KUALA PESISIR, NAGAN RAYA, ACEH",1,35,133,168
https://kawalpemilu.org#5098,"BLANG DALAM, BABAH ROT, ACEH BARAT DAYA, ACEH",2,18,208,226
https://kawalpemilu.org#612,"KATI  JEROH, DELENG POKHKISEN, ACEH TENGGARA, ACEH",1,10,113,123
https://kawalpemilu.org#35,"PULO IE, KLUET SELATAN, ACEH SELATAN, ACEH",1,23,165,188
https://kawalpemilu.org#6488,"LAMBHUK, ULEE KARENG, KOTA BANDA ACEH, ACEH",3,22,191,213
https://kawalpemilu.org#223,"TEUNGOH IBOH, LABUHAN HAJI BARAT, ACEH SELATAN, ACEH",3,33,209,242
https://kawalpemilu.org#5901,"TENGGULUN, TENGGULUN, ACEH TAMIANG, ACEH",15,48,110,158
https://kawalpemilu.org#6471,"LAM ARA, BANDA RAYA, KOTA BANDA ACEH, ACEH",3,25,217,242
https://kawalpemilu.org#3891,"ALUE LEUHOB, COT GIREK, ACEH UTARA, ACEH",26,14,160,174
https://kawalpemilu.org#6698,"TANAH TUMBUH, RUNDENG, KOTA SUBULUSSALAM, ACEH",1,50,141,191
https://kawalpemilu.org#4722,"ABEUK BUDI, JULI, BIREUEN, ACEH",1,4,156,160
https://kawalpemilu.org#921,"ALUE KAUL, RANTAU SELAMAT, ACEH TIMUR, ACEH",4,23,115,138
https://kawalpemilu.org#5100,"PANTE CERMIN, BABAH ROT, ACEH BARAT DAYA, ACEH",2,15,226,241
https://kawalpemilu.org#4723,"BLANG KETUMBA, JULI, BIREUEN, ACEH",1,17,178,195
https://kawalpemilu.org#5828,"KOTA LINTANG, KOTA KUALASIMPANG, ACEH TAMIANG, ACEH",8,62,148,210
https://kawalpemilu.org#6584,"BLANG PULO, MUARA SATU, KOTA LHOKSEUMAWE, ACEH",3,15,194,209
https://kawalpemilu.org#4572,"PANTE PISANG, PEUSANGAN, BIREUEN, ACEH",1,13,151,164
https://kawalpemilu.org#5733,"MESJID SUNGAI IYU, BENDAHARA, ACEH TAMIANG, ACEH",3,23,106,129
https://kawalpemilu.org#4744,"JULI MEUNASAH JOK, JULI, BIREUEN, ACEH",1,6,173,179
https://kawalpemilu.org#3312,"KEUREUSEK, KUTA MAKMUR, ACEH UTARA, ACEH",2,0,0,0
https://kawalpemilu.org#53779,"CULIK, ABANG, KARANGASEM, BALI",9,153,5,158
https://kawalpemilu.org#53820,"BANYUPOH, GEROKGAK, BULELENG, BALI",8,233,10,243
https://kawalpemilu.org#54009,"TONJA, DENPASAR UTARA, KOTA DENPASAR, BALI",4,243,8,251
https://kawalpemilu.org#53706,"BATUR UTARA, KINTAMANI, BANGLI, BALI",6,187,12,199
https://kawalpemilu.org#53642,"GUNAKSA, DAWAN, KLUNGKUNG, BALI",11,197,18,215
https://kawalpemilu.org#53635,"TEGAK, KLUNGKUNG, KLUNGKUNG, BALI",11,192,20,212
https://kawalpemilu.org#53992,"KESIMAN KERTALANGU, DENPASAR TIMUR, KOTA DENPASAR, BALI",10,196,10,206
https://kawalpemilu.org#54017,"PEMECUTAN KAJA, DENPASAR UTARA, KOTA DENPASAR, BALI",71,212,4,216
https://kawalpemilu.org#53975,"PEDUNGAN, DENPASAR SELATAN, KOTA DENPASAR, BALI",31,218,14,232
https://kawalpemilu.org#53983,"SANUR KAUH, DENPASAR SELATAN, KOTA DENPASAR, BALI",20,230,13,243
https://kawalpemilu.org#53504,"KEROBOKAN KAJA, KUTA UTARA, BADUNG, BALI",38,252,24,276
https://kawalpemilu.org#53287,"MANISTUTU, MELAYA, JEMBRANA, BALI",5,227,26,253
https://kawalpemilu.org#53380,"PEKEN BELAYU, MARGA, TABANAN, BALI",2,230,0,230
https://kawalpemilu.org#84993,"BENGKEL SARI, SELEMADEG BARAT, TABANAN, BALI",3,141,7,148
https://kawalpemilu.org#53260,"PERGUNG, MENDOYO, JEMBRANA, BALI",14,148,7,155
https://kawalpemilu.org#53420,"CANDIKUNING, BATURITI, TABANAN, BALI",5,262,1,263
https://kawalpemilu.org#53290,"LOLOAN TIMUR, JEMBRANA, JEMBRANA, BALI",8,126,107,233
https://kawalpemilu.org#53489,"BELOK SIDAN, PETANG, BADUNG, BALI",18,226,12,238
https://kawalpemilu.org#53417,"BANGLI, BATURITI, TABANAN, BALI",7,183,6,189
https://kawalpemilu.org#53919,"KAMPUNG BARU, BULELENG, BULELENG, BALI",15,188,4,192
https://kawalpemilu.org#53451,"LUKLUK, MENGWI, BADUNG, BALI",3,283,5,288
https://kawalpemilu.org#53760,"SUBAGAN, KARANGASEM, KARANGASEM, BALI",28,160,16,176
https://kawalpemilu.org#53582,"KERTA, PAYANGAN, GIANYAR, BALI",10,238,12,250
https://kawalpemilu.org#53762,"KARANG ASEM, KARANGASEM, KARANGASEM, BALI",33,79,137,216
https://kawalpemilu.org#53245,"BANJAR TENGAH, NEGARA, JEMBRANA, BALI",7,189,35,224
https://kawalpemilu.org#53573,"PUPUAN, TEGALALLANG, GIANYAR, BALI",7,207,4,211
https://kawalpemilu.org#53298,"DANGINTUKADAYA, JEMBRANA, JEMBRANA, BALI",14,193,15,208
https://kawalpemilu.org#53513,"SUKAWATI, SUKAWATI, GIANYAR, BALI",24,171,6,177
https://kawalpemilu.org#53979,"SANUR, DENPASAR SELATAN, KOTA DENPASAR, BALI",13,185,10,195
https://kawalpemilu.org#53504,"KEROBOKAN KAJA, KUTA UTARA, BADUNG, BALI",12,264,6,270
https://kawalpemilu.org#53602,"KUTAMPI KALER, NUSA PENIDA, KLUNGKUNG, BALI",6,177,4,181
https://kawalpemilu.org#52474,"CURUG WETAN, CURUG, TANGERANG, BANTEN",13,60,165,225
https://kawalpemilu.org#53158,"CIPOCOK JAYA, CIPOCOK JAYA, KOTA SERANG, BANTEN",32,44,131,175
https://kawalpemilu.org#53022,"MEKARSARI, NEGLASARI, KOTA TANGERANG, BANTEN",18,231,4,235
https://kawalpemilu.org#53020,"SELAPAJANG JAYA, NEGLASARI, KOTA TANGERANG, BANTEN",32,192,39,231
https://kawalpemilu.org#52050,"BANJARSARI, CILELES, LEBAK, BANTEN",2,76,91,167
https://kawalpemilu.org#53097,"PABEAN, PURWAKARTA, KOTA CILEGON, BANTEN",4,36,169,205
https://kawalpemilu.org#53181,"CIATER, SERPONG, KOTA TANGERANG SELATAN, BANTEN",25,142,108,250
https://kawalpemilu.org#53046,"LARANGAN UTARA, LARANGAN, KOTA TANGERANG, BANTEN",35,83,119,202
https://kawalpemilu.org#52554,"SINDANGPANON, SINDANG JAYA, TANGERANG, BANTEN",16,63,184,247
https://kawalpemilu.org#53162,"BANJAR SARI, CIPOCOK JAYA, KOTA SERANG, BANTEN",1,65,158,223
https://kawalpemilu.org#52014,"BOJONGKONENG, GUNUNGKENCANA, LEBAK, BANTEN",1,52,134,186
https://kawalpemilu.org#53219,"CEMPAKA PUTIH, CIPUTAT TIMUR, KOTA TANGERANG SELATAN, BANTEN",66,139,112,251
https://kawalpemilu.org#52218,"KARANGPAMINDANGAN, WANASALAM, LEBAK, BANTEN",2,79,92,171
https://kawalpemilu.org#53215,"SERUA INDAH, CIPUTAT, KOTA TANGERANG SELATAN, BANTEN",16,99,126,225
https://kawalpemilu.org#53197,"LENGKONG KARYA, SERPONG UTARA, KOTA TANGERANG SELATAN, BANTEN",13,111,132,243
https://kawalpemilu.org#53076,"KUBANGSARI, CIWANDAN, KOTA CILEGON, BANTEN",13,24,215,239
https://kawalpemilu.org#52962,"BELENDUNG, BENDA, KOTA TANGERANG, BANTEN",27,59,121,180
https://kawalpemilu.org#52950,"GANDASARI, JATIUWUNG, KOTA TANGERANG, BANTEN",7,88,127,215
https://kawalpemilu.org#51810,"BABAKAN KALANGANYAR, PANDEGLANG, PANDEGLANG, BANTEN",12,91,54,145
https://kawalpemilu.org#52994,"PABUARAN, KARAWACI, KOTA TANGERANG, BANTEN",7,94,131,225
https://kawalpemilu.org#52611,"WARINGINKURUNG, WARINGINKURUNG, SERANG, BANTEN",4,70,147,217
