Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#3279,"LANCANG BARAT, DEWANTARA, ACEH UTARA, ACEH",38,10,225,235
https://kawalpemilu.org#3829,"SAWANG, SAWANG, ACEH UTARA, ACEH",91,4,90,94
https://kawalpemilu.org#3809,"LHOK KUYUN, SAWANG, ACEH UTARA, ACEH",31,3,117,120
https://kawalpemilu.org#3273,"BANGKA JAYA, DEWANTARA, ACEH UTARA, ACEH",9,11,184,195
https://kawalpemilu.org#2204,"ARON, KUTA BARO, ACEH BESAR, ACEH",1,8,111,119
https://kawalpemilu.org#5026,"IE LHOP, TANGAN-TANGAN, ACEH BARAT DAYA, ACEH",1,13,181,194
https://kawalpemilu.org#935,"ALUE MULIENG, SIMPANG ULIM, ACEH TIMUR, ACEH",2,9,117,126
https://kawalpemilu.org#2285,"LON ASAN, LEMBAH SEULAWAH, ACEH BESAR, ACEH",2,23,137,160
https://kawalpemilu.org#5214,"EKAN, PINING, GAYO LUES, ACEH",2,32,52,84
https://kawalpemilu.org#5069,"LAMPOH DRIEN, SUSOH, ACEH BARAT DAYA, ACEH",2,23,144,167
https://kawalpemilu.org#2104,"MEUNASAH TUHA, PEUKAN BADA, ACEH BESAR, ACEH",2,19,153,172
https://kawalpemilu.org#6639,"PAYA BUJOK SEULEUMAK, LANGSA BARO, KOTA LANGSA, ACEH",4,25,186,211
https://kawalpemilu.org#5791,"PAYA META, KARANG BARU, ACEH TAMIANG, ACEH",1,23,222,245
https://kawalpemilu.org#2838,"TEUNGOH BAROH, PEUKAN BARO, PIDIE, ACEH",1,25,197,222
https://kawalpemilu.org#1511,"SUAK RAYA, JOHAN PAHWALAN, ACEH BARAT, ACEH",2,18,228,246
https://kawalpemilu.org#84152,"SITAL, TEUPAH BARAT, SIMEULUE, ACEH",1,101,81,182
https://kawalpemilu.org#730,"JULOK TUNONG, JULOK, ACEH TIMUR, ACEH",1,17,198,215
https://kawalpemilu.org#3546,"PUUK, SAMUDERA, ACEH UTARA, ACEH",73,5,188,193
https://kawalpemilu.org#746,"SEUMATANG, JULOK, ACEH TIMUR, ACEH",2,7,93,100
https://kawalpemilu.org#3829,"SAWANG, SAWANG, ACEH UTARA, ACEH",85,16,170,186
https://kawalpemilu.org#158,"RAKET, TRUMON, ACEH SELATAN, ACEH",1,34,106,140
https://kawalpemilu.org#6540,"SIMPANG EMPAT, BANDA SAKTI, KOTA LHOKSEUMAWE, ACEH",6,14,170,184
https://kawalpemilu.org#53344,"SEMBUNG GEDE, KERAMBITAN, TABANAN, BALI",6,172,16,188
https://kawalpemilu.org#53594,"SUANA, NUSA PENIDA, KLUNGKUNG, BALI",9,148,18,166
https://kawalpemilu.org#53894,"PEGADUNGAN, SUKASADA, BULELENG, BALI",10,155,1,156
https://kawalpemilu.org#53310,"BAJERA UTARA, SELEMADEG, TABANAN, BALI",3,241,4,245
https://kawalpemilu.org#53456,"SEMBUNG, MENGWI, BADUNG, BALI",17,207,2,209
https://kawalpemilu.org#53628,"KAMPUNG GELGEL, KLUNGKUNG, KLUNGKUNG, BALI",1,67,185,252
https://kawalpemilu.org#53352,"DELOD PEKEN, TABANAN, TABANAN, BALI",25,221,34,255
https://kawalpemilu.org#53475,"ABIANSEMAL, ABIANSEMAL, BADUNG, BALI",14,274,3,277
https://kawalpemilu.org#53930,"JINENG DALEM, BULELENG, BULELENG, BALI",2,170,6,176
https://kawalpemilu.org#53987,"DANGIN PURI, DENPASAR TIMUR, KOTA DENPASAR, BALI",2,221,8,229
https://kawalpemilu.org#53817,"PEJARAKAN, GEROKGAK, BULELENG, BALI",29,210,10,220
https://kawalpemilu.org#53775,"TISTA, ABANG, KARANGASEM, BALI",9,120,5,125
https://kawalpemilu.org#54005,"TEGAL KERTHA, DENPASAR BARAT, KOTA DENPASAR, BALI",16,145,53,198
https://kawalpemilu.org#53285,"TUWED, MELAYA, JEMBRANA, BALI",7,150,66,216
https://kawalpemilu.org#53364,"BELALANG, KEDIRI, TABANAN, BALI",8,194,3,197
https://kawalpemilu.org#53931,"PENGELATAN, BULELENG, BULELENG, BALI",6,219,20,239
https://kawalpemilu.org#53074,"BANJAR NEGARA, CIWANDAN, KOTA CILEGON, BANTEN",17,58,165,223
https://kawalpemilu.org#52950,"GANDASARI, JATIUWUNG, KOTA TANGERANG, BANTEN",47,125,132,257
https://kawalpemilu.org#53213,"CIPUTAT, CIPUTAT, KOTA TANGERANG SELATAN, BANTEN",12,99,117,216
https://kawalpemilu.org#52888,"BANJARSARI, ANYAR, SERANG, BANTEN",9,101,111,212
https://kawalpemilu.org#52105,"MUARA CIUJUNG TIMUR, RANGKASBITUNG, LEBAK, BANTEN",30,64,202,266
https://kawalpemilu.org#53144,"PIPITAN, WALANTAKA, KOTA SERANG, BANTEN",19,52,178,230
https://kawalpemilu.org#53000,"GERENDENG, KARAWACI, KOTA TANGERANG, BANTEN",12,66,111,177
https://kawalpemilu.org#53193,"PAKU JAYA, SERPONG UTARA, KOTA TANGERANG SELATAN, BANTEN",57,108,88,196
https://kawalpemilu.org#51764,"SIRNAGALIH, MANDALAWANGI, PANDEGLANG, BANTEN",8,39,137,176
https://kawalpemilu.org#52248,"CIKATAPIS, KALANGANYAR, LEBAK, BANTEN",4,72,176,248
https://kawalpemilu.org#53163,"TEMBONG, CIPOCOK JAYA, KOTA SERANG, BANTEN",15,51,129,180
https://kawalpemilu.org#52012,"BULAKAN, GUNUNGKENCANA, LEBAK, BANTEN",10,129,80,209
https://kawalpemilu.org#53231,"KEDAUNG, PAMULANG, KOTA TANGERANG SELATAN, BANTEN",104,108,77,185
https://kawalpemilu.org#51782,"GUNUNGDATAR, CIMANUK, PANDEGLANG, BANTEN",3,80,131,211
https://kawalpemilu.org#53133,"CIGOONG, WALANTAKA, KOTA SERANG, BANTEN",1,55,184,239
https://kawalpemilu.org#53116,"LONTAR BARU, SERANG, KOTA SERANG, BANTEN",16,88,179,267
https://kawalpemilu.org#52372,"SASAK, MAUK, TANGERANG, BANTEN",16,74,126,200
https://kawalpemilu.org#52404,"SUKAMANAH, RAJEG, TANGERANG, BANTEN",1,86,112,198
https://kawalpemilu.org#52895,"BULAKAN, CINANGKA, SERANG, BANTEN",9,53,102,155
https://kawalpemilu.org#53036,"PANUNGGANGAN TIMUR, PINANG, KOTA TANGERANG, BANTEN",5,64,115,179
https://kawalpemilu.org#53215,"SERUA INDAH, CIPUTAT, KOTA TANGERANG SELATAN, BANTEN",34,56,79,135
https://kawalpemilu.org#52649,"GOSARA, CIRUAS, SERANG, BANTEN",4,55,124,179
https://kawalpemilu.org#52394,"KOSAMBI, SUKADIRI, TANGERANG, BANTEN",8,29,153,182
https://kawalpemilu.org#53226,"PAMULANG BARAT, PAMULANG, KOTA TANGERANG SELATAN, BANTEN",152,132,46,178
https://kawalpemilu.org#53125,"BENDUNG, KASEMEN, KOTA SERANG, BANTEN",17,36,147,183
https://kawalpemilu.org#52490,"PASIR JAYA, CIKUPA, TANGERANG, BANTEN",34,61,68,129
https://kawalpemilu.org#52536,"KALIASIN, SUKAMULYA, TANGERANG, BANTEN",23,86,130,216
https://kawalpemilu.org#53027,"SUDIMARA PINANG, PINANG, KOTA TANGERANG, BANTEN",9,36,101,137
https://kawalpemilu.org#52560,"JATI MULYA, SEPATAN TIMUR, TANGERANG, BANTEN",6,54,132,186
https://kawalpemilu.org#53110,"SUMUR PECUNG, SERANG, KOTA SERANG, BANTEN",46,69,152,221
https://kawalpemilu.org#52844,"JUNTI, JAWILAN, SERANG, BANTEN",11,60,190,250
